
=== DEALER (461 rows, 122 suspect) ===
    #  92  SGW Car Sales Showroom                    Blantyre         0997 63 93 30    
    #  93  We Sell Cars                              Blantyre         0997 45 01 12    
    #  94  BE FORWARD Malawi Blantyre Office (TT)    Blantyre         0999 64 38 48    
    #  95  SUZUKI BY CFAO                            Blantyre                          
    #  96  Auto Japan                                Blantyre         0885 79 64 86    
    #  97  Automotive Products Limited(Blantyre)     Blantyre         0881 22 59 51    
    #  98  City Motors Ltd                           Blantyre         0999 96 08 40    
    #  99  UsedCarDeals.co.uk                        Blantyre         0800 078 9224    
    # 100  Abdul Majid Motor City                    Blantyre                          
[?] # 101  Speedy's Limited                          Blantyre         01 841 624       no-auto-keyword; short-generic-name
[?] # 102  ISanctuary                                Blantyre         0995 44 07 11    no-auto-keyword; short-generic-name
    # 103  Carbon Car Care & Dunlop Tyres            Blantyre         0993 74 93 30    
    # 104  Agason Motors                             Blantyre         0999 84 31 11    
    # 105  SBT Malawi - Blantyre Office              Blantyre         0993 38 71 81    
    # 106  Ford by CFAO                              Blantyre         0891 00 23 33    
    # 107  M CARS                                    Blantyre         0985 22 23 33    
    # 108  Tata Zambia Malawi                        Blantyre         0999 30 40 81    
    # 109  Know Your Car Malawi                      Blantyre                          
    # 110  Stenhouse Car Sales                       Blantyre         07572 540289     
    # 111  Autocom Japan - Blantyre Office           Blantyre         0994 76 47 01    
    # 112  Rina Motors Ltd                           Blantyre         0888 82 15 77    
    # 113  Auto TECH Limited Malawi                  Lilongwe         0999 56 32 15    
    # 114  Belaire Motors, Malawi.                   Blantyre         0989 62 56 72    
    # 115  General Motors Car breaking& Recovery se  Blantyre         0886 05 16 66    
    # 116  Stansfield Motors                         Blantyre         0888 04 39 66    
    # 117  Kia Motors                                Blantyre                          
    # 118  Avis Blantyre                             Blantyre         0888 86 87 00    
    # 119  SANDE CAR BREAKING                        Blantyre         0885 80 20 53    
    # 120  Shaz Rent A Car & Logistics               Blantyre         0882 06 91 37    
    # 121  Toyota Malawi                             Blantyre         0891 00 24 44    
    # 122  Toyota by CFAO MALAWI                     Blantyre         0891 00 24 44    
    # 123  MBONEKERA JR INVESTMENTS                  Mzuzu            0999 93 38 03    
    # 124  BE FORWARD Malawi Mzuzu Office (YEWO CAR  Mzuzu            0883 52 02 61    
    # 125  Mzuzu Highway Car Market                  Mzuzu                             
    # 126  Virtue Car Breakers and Recovery Service  Lilongwe         0999 67 05 97    
    # 127  Peter's Car Market                        Lilongwe         0997 73 60 53    
    # 128  Luwe Car Dealing Services                 Lilongwe         0988 91 86 59    
    # 129  Exports and imports                       Lilongwe         0990 92 29 49    
    # 130  Motor vehicle services                    Lilongwe         0999 91 94 20    
[?] # 131  Motorvilla Malawi                         Lilongwe         0888 89 95 92    off-topic: villa 
    # 132  Divine Motors                             Lilongwe         0888 92 58 33    
    # 133  AutoGyr Solutions, Blantyre               Blantyre         0999 32 11 95    
    # 134  J3 Motors                                 Blantyre         0999 27 49 16    
    # 135  Nissan Malawi Limited                     Blantyre                          
    # 136  Car Parking lot                           Blantyre         0882 64 44 91    
[?] # 137  Atuwa Imports                             Blantyre                          no-auto-keyword; short-generic-name
[?] # 138  PICK-A-PART                               Blantyre         0888 33 28 28    no-auto-keyword; short-generic-name
[?] # 139  Arif Wholesale                            Blantyre         0212 821 907     no-auto-keyword; short-generic-name
    # 140  BLANTYRE MOTOR VEHICLE INSPECTORATE CENT  Blantyre         0999 10 19 99    
    # 141  BROWN MOTORS                              Blantyre         0991 41 09 81    
    # 142  Drive Motors                              Blantyre         01698 828738     
    # 143  ROYAL MOTORS                              Blantyre         01 843 084       
    # 144  BE FORWARD Malawi Mzuzu Office (TT)       Mzuzu            0986 32 29 84    
    # 145  Bliss Car Selling Agency                  Mzuzu            0996 98 30 00    
[?] # 146  Kingsrides Limited                        Mzuzu            0992 66 86 36    no-auto-keyword; short-generic-name
    # 147  NISSAN MW MZUZU BRANCH                    Mzuzu            01 303 071       
    # 148  I.A.M Motors                              Mzuzu            0999 94 70 28    
    # 149  MGM CARDEALERSHIP                         Mzuzu            0991 29 12 23    
    # 150  Moses Autoparts                           Mzuzu            0999 43 00 20    
    # 151  Dhumisani Aglo Dealer and Security Consu  Mzuzu            0888 56 32 67    
    # 152  Star Automotive and Yamaha bikes sales    Mzuzu                             
    # 153  M Fix Motors                              Mzuzu                             
    # 154  Autofix car services                      Mzuzu                             
    # 155  Kawawa Motors                             Mzuzu            0882 96 96 32    
    # 156  Masamba house johnik leaf motors          Mzuzu            0881 38 68 44    
    # 157  Don't Quit Motors                         Mzuzu            0981 37 35 12    
    # 158  Double M Motors                           Mzuzu            01 325 221       
    # 159  Unique Motors (Tondey Garage)             Mzuzu            0999 94 36 56    
    # 160  Chimwemwe starterMotor's and turbo charg  Mzuzu            0999 62 10 05    
    # 161  EMMALY GENERAL DEALERS                    Mzuzu            0880 55 27 20    
    # 162  CFAO Mobility Malawi Ltd                  Mzuzu                             
    # 163  Shammah cars buying n selling             Mzuzu            0882 33 85 66    
    # 164  Empire Car Dealer                         Lilongwe         0884 15 80 84    
    # 165  Mzuzu Youth Technical Organization T/A G  Mzuzu            0882 96 77 10    
    # 166  Mzuzu Panel Beaters Workshop              Mzuzu            01 312 403       
[?] # 167  Blessings Mwandira                        Mzuzu            0884 01 02 02    no-auto-keyword; short-generic-name
    # 168  Motor Vehicle Services                    Mzuzu            0884 64 50 05    
[?] # 169  Mzuzu Bus Depot                           Mzuzu            0886 29 81 12    area-marker: /\bbus\s+(depot|stop|stage)\b/i; no-auto-keyword
    # 170  Vehicle servicing                         Mzuzu            0881 24 46 55    
    # 171  REGIONAL ROAD TRAFFIC DIRECTORATE         Mzuzu                             
    # 172  Don't Quit Motors                         Mzuzu            0981 37 35 12    
[?] # 173  Stars Travel-Mzuzu                        Mzuzu            0994 64 39 17    no-auto-keyword; short-generic-name
    # 174  Country Boy Car dealers - Malawi          Zomba            0999 32 73 81    
    # 175  Driveline Auto Dealers                    Zomba            0999 61 20 06    
    # 176  Manuel agent car and house buy and selli  Zomba                             
    # 177  Everson garage and general dealers        Zomba                             
    # 178  Battery&Tyre Centre                       Zomba            0995 21 65 13    
[?] # 179  NTASA's ABODE                             Zomba            0999 16 11 16    no-auto-keyword; short-generic-name
[?] # 180  Zomba                                     Zomba                             no-auto-keyword; short-generic-name
[?] # 181  Annie's Lodge Zomba                       Zomba            0999 95 76 08    off-topic: lodge; no-auto-keyword
    # 182  R M general dealers                       Zomba            0995 26 67 49    
[?] # 183  Hospital Car Park                         Zomba                             off-topic: hospital
    # 184  Miko Investment and General Dealers       Zomba            0999 14 54 22    
    # 185  Abu's Auto spares & service garage        Zomba            0992 16 73 49    
    # 186  Agro dealer                               Zomba                             
[?] # 187  Road Traffic                              Zomba            01 524 955       no-auto-keyword; short-generic-name
    # 188  Zomba National Registration Bureau        Zomba                             
[?] # 189  Moto Mw                                   Zomba            0991 93 33 99    no-auto-keyword; short-generic-name
    # 190  Seanmike Motors                           Zomba                             
[?] # 191  Khama Driving School                      Zomba                             off-topic: school; no-auto-keyword
[?] # 192  Zomba City Council, Civic Offices         Zomba            01 524 004       off-topic: council; no-auto-keyword
    # 193  Speed Courier and Logistics Zomba         Zomba            0984 70 42 02    
[?] # 194  Maulidi's driving school                  Zomba            0999 91 64 87    off-topic: school; no-auto-keyword
    # 195  CASH INVESTMENT LOAN                      Zomba            0212 544 388     
[?] # 196  Maya                                      Zomba                             no-auto-keyword; short-generic-name
    # 197  Hope for the Future                       Zomba            0995 80 21 84    
[?] # 198  KayLinks-Malawi                           Kasungu          01 254 482       no-auto-keyword; short-generic-name
    # 199  CHECK US MOTOR SPARE PARTS                Kasungu          0991 17 39 52    
    # 200  Work 24/6 Motors                          Kasungu          0992 99 40 43    
[?] # 201  Kapalasa Trading                          Kasungu          0884 61 11 99    no-auto-keyword; short-generic-name
[?] # 202  Kasungu                                   Kasungu                           no-auto-keyword; short-generic-name
    # 203  Chingola Car Breaking                     Lilongwe         0888 17 82 56    
    # 204  SM Enterprise Kasungu                     Kasungu                           
[?] # 205  Maplot                                    Kasungu          0999 01 56 06    no-auto-keyword; short-generic-name
    # 206  Yewo Car importers                        Lilongwe         0884 63 04 82    
    # 207  M1 garage and car breaking                Kasungu                           
[?] # 208  National Bank Of Malawi (KASUNGU SERVICE  Kasungu          01 253 308       off-topic: bank
    # 209  TotalEnergies Kasungu Main Service Stati  Kasungu          0999 01 44 33    
[?] # 210  Municipal Council                         Kasungu                           off-topic: council; no-auto-keyword; short-generic-name
[?] # 211  Mangochi Bus Depot                        Mangochi                          area-marker: /\bbus\s+(depot|stop|stage)\b/i; no-auto-keyword
    # 212  Tyre sales and repairs both rims &tubes   Mangochi                          
    # 213  CC CAFE RIVERSIDE                         Mangochi                          
    # 214  Extreme Engineering Zomba                 Mangochi         0996 57 06 40    
    # 215  Renault Malawi - Stansfield Motors        Lilongwe         0999 84 81 01    
    # 216  Mr.Mazda Lilongwe                         Lilongwe         0993 39 44 40    
    # 217  RonmanΓÇÖs Box VAN Trucks                 Lilongwe                          
[?] # 218  Transport malawi                          Lilongwe                          no-auto-keyword; short-generic-name
    # 219  Cars And Truck Brakers                    Lilongwe         0999 30 00 07    
    # 220  Tyra's Conquest Dealership                Lilongwe         0991 94 24 20    
    # 221  Tata Motors                               Lilongwe                          
    # 222  ACT GENERAL DEALERS                       Lilongwe         0995 89 93 09    
    # 223  Town talk car Mart company                Lilongwe         0992 46 38 34    
    # 224  Car Market                                Lilongwe         0998 06 36 72    
    # 225  Used 2 FUSED Gulliver Shop CobraCars      Lilongwe                          
    # 226  Mitsubishi Malawi                         Blantyre         0881 62 13 70    
[?] # 227  Southern timbers                          Blantyre         0991 35 75 91    no-auto-keyword; short-generic-name
    # 228  Unitrans Malawi - Blantyre                Blantyre         0996 99 98 40    
    # 229  Sinotercel Machinery. Limited             Blantyre         0990 29 61 64    
    # 230  Pluto Motors                              Blantyre         0888 36 52 40    
[?] # 231  Ndirande Market                           Blantyre         0995 94 94 88    area-marker: /\bmarket\b/i; no-auto-keyword; short-generic-name
[?] # 232  Food LoverΓÇÖs Market                     Blantyre         0996 11 22 33    area-marker: /\bmarket\b/i; no-auto-keyword
    # 233  Sparesrite                                Blantyre         0888 45 07 86    
    # 234  Motor Care                                Lilongwe         0983 70 61 11    
    # 235  Carmart Enterprise Auto                   Lilongwe         083 533 3653     
    # 236  B.K. AUTO PARTS                           Blantyre         0881 11 77 49    
    # 237  DONE DEAL ONLINE BUSINESS                 Blantyre         0999 27 79 11    
    # 238  Dopmat Auto Parts and Accessories         Blantyre         0999 75 79 47    
    # 239  Carsmart Auto Traders Ltd                 Lilongwe         (876) 971-7969   
    # 240  Uncle kabichi new spare centre            Blantyre         0990 40 10 74    
    # 241  Stecelia Motors                           Blantyre                          
    # 242  Truck Yard                                Mzuzu                             
    # 243  Tamal Country Auto Awai Parts Service Ce  Mzuzu            0888 62 02 20    
    # 244  Mechanics and auto electric service       Mzuzu            0986 60 20 56    
    # 245  Car Junction Zambia - Japanese Used Cars  Lilongwe         097 9875557      
    # 246  Jan Japan (Jan Africa Investments Limite  Lilongwe         096 9225555      
    # 247  Jan Japan Zambia LTD                      Lilongwe         097 5494438      
    # 248  SBT Japan Cars Importer - Zambia          Lilongwe         075 0500400      
    # 249  Jan Japan (Wright Cars & Haulage CC).     Lilongwe         078 041 8218     
    # 250  Jan Japan Zambia Limited                  Lilongwe         097 5495926      
    # 251  STC Japanese Used Vehicles & Brand New C  Lilongwe         070-3861-4493    
    # 252  Luxury Japan Cars                         Lilongwe         84 077 7550      
    # 253  Moiz Motors Limited - We deal in New and  Lilongwe         0706 232325      
    # 254  MOZ MOTOR JAPAN                           Lilongwe         21 422 729       
    # 255  M.Azam japan cars showroom                Lilongwe         0711 565 656     
    # 256  DAK Car Wash                              Kasungu          0999 73 60 11    
    # 257  Kasungu District Assembly                 Kasungu          01 253 522       
    # 258  TN uk auto electro deals                  Salima           0990 87 58 70    
    # 259  mashaAllah motor spares                   Salima           0991 17 08 12    
    # 260  Afumu Auto-Electrical and Mechanics       Salima           0999 37 71 70    
    # 261  Land rover Major Auto                     Salima           0882 25 38 88    
    # 262  Paul baulen chimwendo                     Lilongwe                          
    # 263  Zima Autos                                Lilongwe         0806 359 5270    
    # 264  Salim Auto Co.Ltd                         Lilongwe         5257 3389        
    # 265  Adzonzi motorcycle spare parts shop       Salima           0999 69 54 09    
    # 266  Lotus auto parts                          Salima           0993 80 18 87    
[?] # 267  Okay Consumer                             Salima           0999 31 57 15    no-auto-keyword; short-generic-name
[?] # 268  SALIMA shop                               Salima           06 50 38 27 01   no-auto-keyword; short-generic-name
[?] # 269  Big market                                Salima                            area-marker: /\bmarket\b/i; no-auto-keyword; short-generic-name
    # 270  Real General Supplies Kamuzu Road         Salima                            
[?] # 271  Petroda Filling Station                   Salima                            off-topic: filling station; no-auto-keyword
    # 272  CFAO Mobility Malawi Ltd - TBU            Blantyre                          
[?] # 273  Kaolemayani                               Salima                            no-auto-keyword; short-generic-name
    # 274  SM Enterprise Salima                      Lilongwe         0888 01 12 69    
[?] # 275  Salima                                    Salima                            no-auto-keyword; short-generic-name
    # 276  Salim Auto Co.Ltd                         Lilongwe         418 2063         
[?] # 277  Joma Adventure Lodge                      Salima           0992 92 02 44    off-topic: lodge; no-auto-keyword
    # 278  Salima Customs & Excise                   Salima           01 262 231       
    # 279  Assemblies of God - Salima                Salima                            
[?] # 280  Dedza Pottery and Lodge                   Lilongwe         0888 85 34 25    off-topic: lodge; no-auto-keyword
    # 281  MULTI PURPOSE SHOP                        Dedza                             
[?] # 282  Dedza                                     Dedza                             no-auto-keyword; short-generic-name
    # 283  Car Junction Tanzania - Japanese Used Ca  Lilongwe         080-1389-9048    
    # 284  YAF JAPAN MOTORS LIMITED                  Lilongwe         0787 445566      
[?] # 285  HEAZ TAXIS                                Lilongwe         0888 37 80 51    no-auto-keyword; short-generic-name
    # 286  Dedza Border, Malawi.                     Dedza            0980 41 20 80    
    # 287  MRA Dedza Customs & Excise                Lilongwe         01 223 153       
[?] # 288  Dedza Mountain View Lodge                 Dedza            0888 62 89 00    off-topic: lodge; no-auto-keyword
    # 289  Puma Energy Malawi Dedza Service Station  Dedza            0888 82 21 87    
    # 290  padem motors                              Dedza                             
    # 291  Dedza Mount Meru                          Dedza                             
    # 292  Road Traffic Department                   Blantyre         0995 00 84 82    
    # 293  TAS MOTORS                                Lilongwe                          
[?] # 294  Standard Bank Dedza                       Dedza                             off-topic: bank; no-auto-keyword
[?] # 295  Metu auto parts and hardware              Dedza                             off-topic: hardware
    # 296  JNM MOTORS CAR REPAIR                     Lilongwe         0881 47 69 24    
[?] # 297  VBM                                       Lilongwe         0994 40 61 24    no-auto-keyword; short-generic-name
    # 298  Mphatso Automotive Shop                   Mchinji                           
    # 299  Levi General Dealer                       Mchinji                           
[?] # 300  Chrispine chimbiya                        Lilongwe         0997 50 68 66    no-auto-keyword; short-generic-name
[?] # 301  Mchinji                                   Mchinji                           no-auto-keyword; short-generic-name
    # 302  Mchinji bus station                       Mchinji                           
    # 303  Chris car dealer                          Lilongwe         0995 61 41 21    
    # 304  CHINKO AUTOMOTIVE SERVICES                Mangochi         0889 56 82 42    
    # 305  Makhalichi Car Service and Autoparts      Lilongwe         0999 52 53 89    
    # 306  PRECIOUS MOTORCYCLE GARAGE                Mchinji          0985 82 52 30    
[?] # 307  Zingalume Grage                           Mchinji          0999 00 02 90    no-auto-keyword; short-generic-name
    # 308  Wheel master tyre fitting                 Mchinji                           
    # 309  Kachinga Auto Parts Spares                Mzuzu            0987 73 56 01    
    # 310  Maranatha Car breakers                    Mchinji                           
    # 311  Mchinji Border Station                    Mchinji          0992 99 10 06    
    # 312  Phoenix Taxis , Mchinji border,Malawi.    Lilongwe         0999 64 49 81    
[?] # 313  Mchinji road                              Lilongwe         0996 09 80 40    no-auto-keyword; short-generic-name
    # 314  TotalEnergies Mchinji Service Station     Mchinji                           
    # 315  Mchinji Assemblies Of God                 Mchinji          0997 01 00 44    
    # 316  Mchinji boarder tax rank                  Mchinji                           
    # 317  Minibus deport                            Mchinji                           
[?] # 318  Brantley                                  Lilongwe         0881 78 89 99    no-auto-keyword; short-generic-name
    # 319  Apexy Motors                              Nkhotakota                        
    # 320  MH Likho Garage                           Nkhotakota       0999 64 29 74    
    # 321  Elias Motorcycle Spares and Services      Nkhotakota       0881 82 40 09    
    # 322  Autocom Japan Mo├ºambique Lda - Maputo Of  Lilongwe         84 858 4088      
    # 323  Jan International Limited                 Lilongwe         0779 999 244     
    # 324  Trucks and car breakers ltd               Lilongwe         01 753 806       
[?] # 325  Nkhotakota bus depot                      Nkhotakota                        area-marker: /\bbus\s+(depot|stop|stage)\b/i; no-auto-keyword
    # 326  Elias Motorcycle Spares and Services      Nkhotakota       0881 82 40 09    
[?] # 327  Nkhotakota Pottery Lodge                  Nkhotakota       0884 58 10 98    off-topic: lodge; no-auto-keyword
    # 328  Lakeshore Motors And Logistics            Nkhotakota       0881 47 48 77    
[?] # 329  Nkhotakota                                Nkhotakota                        no-auto-keyword; short-generic-name
[?] # 330  Meru Nkhotakhota filling station          Nkhotakota       0996 17 68 18    off-topic: filling station; no-auto-keyword
[?] # 331  Sitima Inn                                Nkhotakota                        no-auto-keyword; short-generic-name
[?] # 332  Livingstone tree                          Nkhotakota                        no-auto-keyword; short-generic-name
    # 333  Anyati Car dealership                     Balaka           0996 86 88 66    
[?] # 334  Ntchisi Forest Lodge                      Ntchisi          0991 65 69 29    off-topic: lodge; no-auto-keyword
[?] # 335  Meru Ntchisi filling station              Ntchisi                           off-topic: filling station; no-auto-keyword
    # 336  Puma Energy Ntchisi                       Ntchisi          0999 25 09 99    
    # 337  Kepha Motorcycles dealerships             Salima           0993 68 64 74    
[?] # 338  Nanah                                     Dowa                              no-auto-keyword; short-generic-name
    # 339  UD Trucks Malawi                          Blantyre         0881 62 13 70    
[?] # 340  Dowa                                      Dowa             020 8965 0585    no-auto-keyword; short-generic-name
    # 341  Car Mart                                  Lilongwe         71 721 727       
[?] # 342  Dowa District Council                     Dowa                              off-topic: council; no-auto-keyword
    # 343  Bujah kalindeSelling used car and spairp  Ntcheu           0997 17 03 39    
[?] # 344  Ntcheu kips                               Ntcheu           0981 21 33 02    no-auto-keyword; short-generic-name
    # 345  Volkswagen by CFAO                        Blantyre         0891 00 23 33    
[?] # 346  Daytona Limited                           Lilongwe         0997 89 89 89    no-auto-keyword; short-generic-name
[?] # 347  FINCA                                     Ntcheu                            no-auto-keyword; short-generic-name
[?] # 348  Rock of Ages Hardware                     Ntcheu           0993 97 68 30    off-topic: hardware; no-auto-keyword
[?] # 349  Ntcheu Bus Depot                          Ntcheu                            area-marker: /\bbus\s+(depot|stop|stage)\b/i; no-auto-keyword
[?] # 350  Ntcheu                                    Ntcheu                            no-auto-keyword; short-generic-name
[?] # 351  Ntcheu market                             Ntcheu                            area-marker: /\bmarket\b/i; no-auto-keyword; short-generic-name
    # 352  TotalEnergies Ntcheu Service Station      Ntcheu           0888 69 99 99    
    # 353  Puma Energy Ntcheu                        Ntcheu           0999 25 09 99    
[?] # 354  Engen Filling Station                     Ntcheu                            off-topic: filling station; no-auto-keyword
[?] # 355  Ntcheu Police Station                     Ntcheu                            off-topic: police; no-auto-keyword
    # 356  CHECK US AUTO PARTS                       Lilongwe         0989 39 26 55    
    # 357  F E Auto Cure Workshop                    Balaka           0881 08 08 86    
[?] # 358  Balaka                                    Balaka                            no-auto-keyword; short-generic-name
[?] # 359  balaka                                    Lilongwe                          no-auto-keyword; short-generic-name
    # 360  TotalEnergies Balaka Service Station      Balaka           0995 67 33 48    
    # 361  Puma Energy Malawi Balaka Service Statio  Balaka           0995 20 61 60    
[?] # 362  Ngwangwa Meru filling station             Balaka                            off-topic: filling station; no-auto-keyword
[?] # 363  FUEL TANK                                 Balaka           (057) 933 3908   no-auto-keyword; short-generic-name
    # 364  Big Links-Automotive                      Lilongwe         0994 92 90 32    
    # 365  Cars advert                               Lilongwe         0987 55 46 05    
    # 366  GO Ahead Motors                           Lilongwe         0999 35 48 05    
    # 367  Puma Energy Kanengo                       Lilongwe         0999 01 15 99    
    # 368  Total Kanengo Depot                       Lilongwe                          
[?] # 369  NM Maintenance                            Lilongwe                          no-auto-keyword; short-generic-name
    # 370  Kanengo ATC Head Office                   Lilongwe         0887 37 66 34    
    # 371  Kanengo puma depot                        Lilongwe         0994 03 53 96    
[?] # 372  Autoclinic                                Lilongwe         0989 29 24 91    off-topic: clinic
[?] # 373  Kanengo                                   Lilongwe                          no-auto-keyword; short-generic-name
[?] # 374  Kamkango logistics                        Lilongwe         0997 30 68 21    no-auto-keyword; short-generic-name
    # 375  Kanengo Electrical Solutions              Lilongwe         0995 64 62 85    
    # 376  ALVIN EXPERT auto chigwe                  Kasungu          0991 61 91 60    
    # 377  Kapani Kanengo Shopping Centre            Lilongwe         01 711 171       
    # 378  Rikhy-G motor's                           Lilongwe                          
    # 379  SGV Electric Mobility                     Lilongwe         0883 52 53 79    
    # 380  Cartrack Malawi Lilongwe office           Lilongwe         0883 35 08 37    
    # 381  HARS MOTORS                               Lilongwe         0882 92 25 78    
    # 382  StoreX Motors                             Lilongwe         0995 87 46 09    
    # 383  Alliance Wheel Dealers                    Lilongwe         0991 86 62 53    
    # 384  Unregistered cars only                    Lilongwe         0994 08 91 96    
    # 385  Nissan Malawi Lilongwe                    Lilongwe                          
